gene:Os01g0106300 gene:Os01g0106400
gene:Os08g0552800 gene:Os08g0553050
gene:Os08g0552900 gene:Os08g0553050
gene:Os08g0552900 gene:Os08g0553100
gene:Os08g0553050 gene:Os08g0553100
gene:Os08g0553150 gene:Os08g0553250
gene:Os08g0553100 gene:Os08g0553200
gene:Os08g0553200 gene:Os08g0553300
gene:Os08g0553200 gene:Os08g0553400
gene:Os08g0553300 gene:Os08g0553400
gene:Os08g0553400 gene:Os08g0553500
gene:Os08g0553400 gene:Os08g0553700
gene:Os08g0553500 gene:Os08g0553700
gene:Os08g0553500 gene:Os08g0553750
gene:Os08g0553700 gene:Os08g0553750
gene:Os08g0554100 gene:Os08g0554300
gene:Os08g0554900 gene:Os08g0555000
gene:Os08g0554900 gene:Os08g0555200
gene:Os08g0555000 gene:Os08g0555200
gene:Os08g0555200 gene:Os08g0555300
gene:Os09g0116000 gene:Os09g0116800
gene:Os09g0123500 gene:Os09g0124100
gene:Os09g0123500 gene:Os09g0124232
gene:Os09g0124100 gene:Os09g0124800
gene:Os09g0132200 gene:Os09g0132900
gene:Os09g0241550 gene:Os09g0242000
gene:Os09g0242800 gene:Os09g0243200
gene:Os09g0248200 gene:Os09g0248300
gene:Os09g0255000 gene:Os09g0255300
gene:Os09g0255101 gene:Os09g0255333
gene:Os09g0258700 gene:Os09g0259200
gene:Os09g0259500 gene:Os09g0260000
gene:Os09g0260000 gene:Os09g0260200
gene:Os09g0260000 gene:Os09g0261100
gene:Os09g0260200 gene:Os09g0260300
gene:Os09g0260200 gene:Os09g0261100
gene:Os09g0263933 gene:Os09g0264051
gene:Os09g0264051 gene:Os09g0264400
gene:Os09g0268000 gene:Os09g0268100
gene:Os09g0273800 gene:Os09g0274800
gene:Os09g0274800 gene:Os09g0275200
gene:Os09g0283600 gene:Os09g0283801
gene:Os09g0286600 gene:Os09g0287000
gene:Os09g0299000 gene:Os09g0299200
gene:Os09g0300800 gene:Os09g0301800
gene:Os09g0300800 gene:Os09g0304500
gene:Os09g0301800 gene:Os09g0304500
gene:Os09g0304500 gene:Os09g0305300
gene:Os09g0317700 gene:Os09g0318600
gene:Os09g0323400 gene:Os09g0324200
gene:Os09g0323700 gene:Os09g0323900
gene:Os09g0324200 gene:Os09g0324300
gene:Os09g0324200 gene:Os09g0324400
gene:Os09g0324300 gene:Os09g0324400
gene:Os09g0327600 gene:Os09g0327800
gene:Os09g0327800 gene:Os09g0328951
gene:Os09g0329200 gene:Os09g0330000
gene:Os09g0330700 gene:Os09g0331100
gene:Os09g0330700 gene:Os09g0331600
gene:Os09g0331100 gene:Os09g0331600
gene:Os09g0332300 gene:Os09g0333000
gene:Os09g0332700 gene:Os09g0333600
gene:Os09g0333000 gene:Os09g0333500
gene:Os09g0341500 gene:Os09g0341600
gene:Os09g0341500 gene:Os09g0342000
gene:Os09g0341600 gene:Os09g0344400
gene:Os09g0342000 gene:Os09g0344400
gene:Os09g0347500 gene:Os09g0347700
gene:Os09g0348400 gene:Os09g0348600
gene:Os09g0348400 gene:Os09g0349100
gene:Os09g0348600 gene:Os09g0349100
gene:Os09g0349100 gene:Os09g0349800
gene:Os09g0349650 gene:Os09g0350900
gene:Os09g0349700 gene:Os09g0351800
gene:Os09g0349800 gene:Os09g0350900
gene:Os09g0350900 gene:Os09g0351700
gene:Os09g0350900 gene:Os09g0353200
gene:Os09g0351700 gene:Os09g0353200
gene:Os09g0351800 gene:Os09g0353200
gene:Os09g0353400 gene:Os09g0353700
gene:Os09g0353400 gene:Os09g0354100
gene:Os09g0353700 gene:Os09g0354100
gene:Os09g0353700 gene:Os09g0354300
gene:Os09g0354100 gene:Os09g0354300
gene:Os09g0355400 gene:Os09g0356000
gene:Os09g0355400 gene:Os09g0356200
gene:Os09g0356000 gene:Os09g0356800
gene:Os09g0356800 gene:Os09g0358000
gene:Os09g0358100 gene:Os09g0358700
gene:Os09g0358700 gene:Os09g0359500
gene:Os09g0362500 gene:Os09g0362800
gene:Os09g0365000 gene:Os09g0365300
gene:Os09g0368200 gene:Os09g0368500
gene:Os09g0368250 gene:Os09g0368400
gene:Os09g0371000 gene:Os09g0371100
gene:Os09g0371000 gene:Os09g0371200
gene:Os09g0371100 gene:Os09g0371200
gene:Os09g0371100 gene:Os09g0371300
gene:Os09g0371200 gene:Os09g0371300
gene:Os09g0371200 gene:Os09g0371400
gene:Os09g0381800 gene:Os09g0381850
gene:Os09g0381800 gene:Os09g0382120
gene:Os09g0381850 gene:Os09g0382120
gene:Os09g0393501 gene:Os09g0393801
gene:Os09g0399800 gene:Os09g0400000
gene:Os09g0399800 gene:Os09g0400300
gene:Os09g0400000 gene:Os09g0400300
gene:Os09g0400100 gene:Os09g0400200
gene:Os09g0400300 gene:Os09g0400400
gene:Os09g0404300 gene:Os09g0404400
gene:Os09g0404300 gene:Os09g0404500
gene:Os09g0404400 gene:Os09g0404500
gene:Os09g0404400 gene:Os09g0404600
gene:Os09g0404500 gene:Os09g0404600
gene:Os09g0404500 gene:Os09g0404700
gene:Os09g0404600 gene:Os09g0404700
gene:Os09g0404600 gene:Os09g0404800
gene:Os09g0404700 gene:Os09g0404800
gene:Os09g0404700 gene:Os09g0405001
gene:Os09g0404800 gene:Os09g0405001
gene:Os09g0404800 gene:Os09g0405200
gene:Os09g0405001 gene:Os09g0405200
gene:Os09g0405001 gene:Os09g0405300
gene:Os09g0405200 gene:Os09g0405300
gene:Os09g0405200 gene:Os09g0405400
gene:Os09g0405300 gene:Os09g0405400
gene:Os09g0405300 gene:Os09g0405500
gene:Os09g0405400 gene:Os09g0405500
gene:Os09g0405400 gene:Os09g0405600
gene:Os09g0405500 gene:Os09g0405600
gene:Os09g0405500 gene:Os09g0405900
gene:Os09g0405600 gene:Os09g0405900
gene:Os09g0405600 gene:Os09g0406000
gene:Os09g0405900 gene:Os09g0406000
gene:Os09g0405900 gene:Os09g0406100
gene:Os09g0406000 gene:Os09g0406100
gene:Os09g0406000 gene:Os09g0406200
gene:Os09g0406100 gene:Os09g0406200
gene:Os09g0406100 gene:Os09g0406300
gene:Os09g0406200 gene:Os09g0406300
gene:Os09g0406200 gene:Os09g0406400
gene:Os09g0406300 gene:Os09g0406400
gene:Os09g0406300 gene:Os09g0406500
gene:Os09g0406400 gene:Os09g0406500
gene:Os09g0414500 gene:Os09g0414600
gene:Os09g0417600 gene:Os09g0417800
gene:Os09g0418000 gene:Os09g0418500
gene:Os09g0419500 gene:Os09g0419600
gene:Os09g0419500 gene:Os09g0420000
gene:Os09g0419600 gene:Os09g0420000
gene:Os09g0419600 gene:Os09g0420100
gene:Os09g0420000 gene:Os09g0420100
gene:Os09g0421600 gene:Os09g0421700
gene:Os09g0426000 gene:Os09g0426200
gene:Os09g0426100 gene:Os09g0426500
gene:Os09g0426200 gene:Os09g0426500
gene:Os09g0428300 gene:Os09g0428600
gene:Os09g0428600 gene:Os09g0429000
gene:Os09g0429000 gene:Os09g0429200
gene:Os09g0429200 gene:Os09g0429400
gene:Os09g0429400 gene:Os09g0429500
gene:Os09g0429500 gene:Os09g0431100
gene:Os09g0429766 gene:Os09g0430600
gene:Os09g0431100 gene:Os09g0431200
gene:Os09g0431750 gene:Os09g0431900
gene:Os09g0432900 gene:Os09g0433000
gene:Os09g0432900 gene:Os09g0433300
gene:Os09g0433000 gene:Os09g0433300
gene:Os09g0436300 gene:Os09g0436700
gene:Os09g0436400 gene:Os09g0436700
gene:Os09g0441100 gene:Os09g0441400
gene:Os09g0441100 gene:Os09g0441600
gene:Os09g0441400 gene:Os09g0441600
gene:Os09g0441400 gene:Os09g0441625
gene:Os09g0441600 gene:Os09g0441700
gene:Os09g0441625 gene:Os09g0441700
gene:Os09g0444800 gene:Os09g0444900
gene:Os09g0447300 gene:Os09g0447500
gene:Os09g0447600 gene:Os09g0448100
gene:Os09g0451000 gene:Os09g0451400
gene:Os09g0451133 gene:Os09g0451266
gene:Os09g0452400 gene:Os09g0452800
gene:Os09g0455500 gene:Os09g0455900
gene:Os09g0457400 gene:Os09g0457600
gene:Os09g0457400 gene:Os09g0457800
gene:Os09g0457600 gene:Os09g0457800
gene:Os09g0458800 gene:Os09g0458900
gene:Os09g0460300 gene:Os09g0460400
gene:Os09g0460300 gene:Os09g0460500
gene:Os09g0460400 gene:Os09g0460500
gene:Os09g0460500 gene:Os09g0460700
gene:Os09g0460500 gene:Os09g0461500
gene:Os09g0460700 gene:Os09g0461500
gene:Os09g0460700 gene:Os09g0461700
gene:Os09g0461500 gene:Os09g0461700
gene:Os09g0461500 gene:Os09g0461900
gene:Os09g0461700 gene:Os09g0461900
gene:Os09g0461700 gene:Os09g0462100
gene:Os09g0461900 gene:Os09g0462100
gene:Os09g0461900 gene:Os09g0462200
gene:Os09g0462100 gene:Os09g0462200
gene:Os09g0462875 gene:Os09g0463100
gene:Os09g0467300 gene:Os09g0467400
gene:Os09g0471200 gene:Os09g0471400
gene:Os09g0471200 gene:Os09g0471500
gene:Os09g0471500 gene:Os09g0471550
gene:Os09g0471500 gene:Os09g0471600
gene:Os09g0471550 gene:Os09g0471600
gene:Os09g0471550 gene:Os09g0471800
gene:Os09g0471600 gene:Os09g0471800
gene:Os09g0472100 gene:Os09g0472200
gene:Os09g0472700 gene:Os09g0472900
gene:Os09g0472700 gene:Os09g0473200
gene:Os09g0472900 gene:Os09g0473200
gene:Os09g0478000 gene:Os09g0478100
gene:Os09g0478000 gene:Os09g0478300
gene:Os09g0478100 gene:Os09g0478300
gene:Os09g0479000 gene:Os09g0479100
gene:Os09g0479300 gene:Os09g0479400
gene:Os09g0479500 gene:Os09g0479600
gene:Os09g0482100 gene:Os09g0482400
gene:Os09g0482200 gene:Os09g0482500
gene:Os09g0482300 gene:Os09g0482550
gene:Os09g0482400 gene:Os09g0482600
gene:Os09g0482800 gene:Os09g0482840
gene:Os09g0482840 gene:Os09g0483100
gene:Os09g0482860 gene:Os09g0482900
gene:Os09g0483100 gene:Os09g0483300
gene:Os09g0483200 gene:Os09g0483400
gene:Os09g0483300 gene:Os09g0483500
gene:Os09g0490400 gene:Os09g0491100
gene:Os09g0491788 gene:Os09g0491822
gene:Os09g0491788 gene:Os09g0491820
gene:Os09g0491822 gene:Os09g0491820
gene:Os09g0491822 gene:Os09g0491852
gene:Os09g0491820 gene:Os09g0491852
gene:Os09g0491820 gene:Os09g0491868
gene:Os09g0491852 gene:Os09g0491868
gene:Os09g0492900 gene:Os09g0493000
gene:Os09g0494800 gene:Os09g0495000
gene:Os09g0494800 gene:Os09g0495200
gene:Os09g0495000 gene:Os09g0495300
gene:Os09g0495200 gene:Os09g0495300
gene:Os09g0499400 gene:Os09g0499500
gene:Os09g0500900 gene:Os09g0501100
gene:Os09g0501200 gene:Os09g0501700
gene:Os09g0501700 gene:Os09g0502000
gene:Os09g0502600 gene:Os09g0502800
gene:Os09g0502800 gene:Os09g0502900
gene:Os09g0503000 gene:Os09g0503100
gene:Os09g0505900 gene:Os09g0506000
gene:Os09g0506450 gene:Os09g0506700
gene:Os09g0511200 gene:Os09g0511300
gene:Os09g0511600 gene:Os09g0511700
gene:Os09g0511600 gene:Os09g0511900
gene:Os09g0511700 gene:Os09g0511900
gene:Os09g0517100 gene:Os09g0517200
gene:Os09g0517900 gene:Os09g0518000
gene:Os09g0518000 gene:Os09g0518200
gene:Os09g0518000 gene:Os09g0518400
gene:Os09g0518200 gene:Os09g0518400
gene:Os09g0522000 gene:Os09g0522100
gene:Os09g0522000 gene:Os09g0522200
gene:Os09g0522100 gene:Os09g0522200
gene:Os09g0527100 gene:Os09g0527500
gene:Os09g0530275 gene:Os09g0530300
gene:Os09g0531800 gene:Os09g0531900
gene:Os09g0532500 gene:Os09g0532800
gene:Os09g0536300 gene:Os09g0536400
gene:Os09g0537700 gene:Os09g0538000
gene:Os09g0543900 gene:Os09g0544000
gene:Os09g0545300 gene:Os09g0545500
gene:Os09g0545500 gene:Os09g0545700
gene:Os09g0545400 gene:Os09g0545650
gene:Os09g0545700 gene:Os09g0546100
gene:Os09g0546100 gene:Os09g0546200
gene:Os09g0546100 gene:Os09g0546700
gene:Os09g0546200 gene:Os09g0546700
gene:Os09g0546700 gene:Os09g0546900
gene:Os09g0546700 gene:Os09g0547000
gene:Os09g0546900 gene:Os09g0547000
gene:Os09g0546900 gene:Os09g0547033
gene:Os09g0547000 gene:Os09g0547033
gene:Os09g0547000 gene:Os09g0547100
gene:Os09g0547033 gene:Os09g0547100
gene:Os09g0547800 gene:Os09g0548066
gene:Os09g0548400 gene:Os09g0548700
gene:Os09g0548700 gene:Os09g0549300
gene:Os09g0550300 gene:Os09g0550500
gene:Os09g0550400 gene:Os09g0551100
gene:Os09g0550500 gene:Os09g0550600
gene:Os09g0550500 gene:Os09g0551000
gene:Os09g0550600 gene:Os09g0551000
gene:Os09g0551000 gene:Os09g0551150
gene:Os09g0551150 gene:Os09g0551201
gene:Os09g0551150 gene:Os09g0551251
gene:Os09g0551201 gene:Os09g0551251
gene:Os09g0551201 gene:Os09g0551400
gene:Os09g0551251 gene:Os09g0551400
gene:Os09g0551400 gene:Os09g0551500
gene:Os09g0552500 gene:Os09g0552600
gene:Os09g0552800 gene:Os09g0552900
gene:Os09g0554300 gene:Os09g0555100
gene:Os09g0559000 gene:Os09g0559100
gene:Os09g0560700 gene:Os09g0560800
gene:Os09g0561000 gene:Os09g0561450
gene:Os09g0561000 gene:Os09g0561500
gene:Os09g0561450 gene:Os09g0561500
gene:Os09g0561450 gene:Os09g0561600
gene:Os09g0561500 gene:Os09g0561600
gene:Os09g0561500 gene:Os09g0562600
gene:Os09g0561600 gene:Os09g0562600
gene:Os09g0564000 gene:Os09g0564200
gene:Os09g0564000 gene:Os09g0564400
gene:Os09g0564200 gene:Os09g0564400
gene:Os09g0564200 gene:Os09g0564600
gene:Os09g0564400 gene:Os09g0564600
gene:Os09g0564400 gene:Os09g0564700
gene:Os09g0564600 gene:Os09g0564700
gene:Os09g0564600 gene:Os09g0565000
gene:Os09g0564700 gene:Os09g0565000
gene:Os09g0565700 gene:Os09g0566050
gene:Os09g0568500 gene:Os09g0568600
gene:Os09g0568500 gene:Os09g0568700
gene:Os09g0568600 gene:Os09g0568700
gene:Os09g0569800 gene:Os09g0570000
gene:Os09g0570000 gene:Os09g0570100
gene:Os09g0571700 gene:Os09g0572000
gene:gene-psaB gene:gene-psaA
