gene:Et_10A_000251 gene:Et_10A_000994
gene:Et_8B_059394 gene:Et_8B_060476
gene:Et_8B_059391 gene:Et_8B_060472
gene:Et_8B_059391 gene:Et_8B_060476
gene:Et_8B_060472 gene:Et_8B_060476
gene:Et_8B_060476 gene:Et_8B_060477
gene:Et_8B_060476 gene:Et_8B_059395
gene:Et_8B_060477 gene:Et_8B_059395
gene:Et_8B_060477 gene:Et_8B_060473
gene:Et_8B_059395 gene:Et_8B_060473
gene:Et_8B_060473 gene:Et_8B_059396
gene:Et_8B_060473 gene:Et_8B_059397
gene:Et_8B_059396 gene:Et_8B_059397
gene:Et_8B_059419 gene:Et_8B_059417
gene:Et_8B_059418 gene:Et_8B_059417
gene:Et_8B_059418 gene:Et_8B_059422
gene:Et_8B_059417 gene:Et_8B_059422
gene:Et_8B_059417 gene:Et_8B_059420
gene:Et_8B_059422 gene:Et_8B_059420
gene:Et_8B_059420 gene:Et_8B_059428
gene:Et_8B_059426 gene:Et_8B_059425
gene:Et_8B_059423 gene:Et_8B_059428
gene:Et_8B_059423 gene:Et_8B_059425
gene:Et_8B_059425 gene:Et_8B_060482
gene:Et_8B_059425 gene:Et_8B_060483
gene:Et_8B_060482 gene:Et_8B_060485
gene:Et_8B_060483 gene:Et_8B_059427
gene:Et_8B_060484 gene:Et_8B_060485
gene:Et_8B_060484 gene:Et_8B_059427
gene:Et_8B_060485 gene:Et_8B_059424
gene:Et_8B_059427 gene:Et_8B_059424
gene:Et_8B_059435 gene:Et_8B_060487
gene:Et_8B_059435 gene:Et_8B_059436
gene:Et_8B_060487 gene:Et_8B_059436
gene:Et_8B_059436 gene:Et_8B_059434
gene:Et_8B_059452 gene:Et_8B_059451
gene:Et_8B_059452 gene:Et_8B_059450
gene:Et_8B_059464 gene:Et_8B_059463
gene:Et_8B_059464 gene:Et_8B_059465
gene:Et_8B_059463 gene:Et_8B_059465
gene:Et_8B_060493 gene:Et_8B_059461
gene:Et_8B_059461 gene:Et_8B_058562
gene:Et_8B_059474 gene:Et_8B_059473
gene:Et_8B_059493 gene:Et_8B_060499
gene:Et_8B_059493 gene:Et_8B_060500
gene:Et_8B_060499 gene:Et_8B_060500
gene:Et_8B_059500 gene:Et_8B_059503
gene:Et_8B_059502 gene:Et_8B_059501
gene:Et_8B_059514 gene:Et_8B_059513
gene:Et_8B_060502 gene:Et_8B_059527
gene:Et_8B_059527 gene:Et_8B_059526
gene:Et_8B_059526 gene:Et_8B_059525
gene:Et_8B_058726 gene:Et_8B_060504
gene:Et_8B_058726 gene:Et_8B_060505
gene:Et_8B_059549 gene:Et_8B_059551
gene:Et_8B_059548 gene:Et_8B_059552
gene:Et_8B_059551 gene:Et_8B_059552
gene:Et_8B_058732 gene:Et_8B_058567
gene:Et_8B_059560 gene:Et_8B_059562
gene:Et_8B_058733 gene:Et_8B_059562
gene:Et_8B_059562 gene:Et_8B_059561
gene:Et_8B_059574 gene:Et_8B_059573
gene:Et_8B_059581 gene:Et_8B_059590
gene:Et_8B_060515 gene:Et_8B_059590
gene:Et_8B_059582 gene:Et_8B_059590
gene:Et_8B_059600 gene:Et_8B_059601
gene:Et_8B_060533 gene:Et_8B_058743
gene:Et_8B_060533 gene:Et_8B_059639
gene:Et_8B_058743 gene:Et_8B_059639
gene:Et_8B_060537 gene:Et_8B_059654
gene:Et_8B_059666 gene:Et_8B_059669
gene:Et_8B_059669 gene:Et_8B_059664
gene:Et_8B_059670 gene:Et_8B_060543
gene:Et_8B_059679 gene:Et_8B_060546
gene:Et_8B_059710 gene:Et_8B_060558
gene:Et_9A_061168 gene:Et_9A_061169
gene:Et_9A_062790 gene:Et_9A_062785
gene:Et_9A_062785 gene:Et_9A_063497
gene:Et_9A_062933 gene:Et_9A_062931
gene:Et_9A_063001 gene:Et_9A_063002
gene:Et_9A_063578 gene:Et_9A_063002
gene:Et_9A_063042 gene:Et_9A_063598
gene:Et_9A_061323 gene:Et_9A_061324
gene:Et_9A_061328 gene:Et_9A_061327
gene:Et_9A_061328 gene:Et_9A_061330
gene:Et_9A_061327 gene:Et_9A_061330
gene:Et_9A_061019 gene:Et_9A_061020
gene:Et_9A_061324 gene:Et_9A_061325
gene:Et_9A_061330 gene:Et_9A_061329
gene:Et_9A_061329 gene:Et_9A_061401
gene:Et_9A_063161 gene:Et_9A_063165
gene:Et_9A_061518 gene:Et_9A_063164
gene:Et_9A_061519 gene:Et_9A_063165
gene:Et_9A_063165 gene:Et_9A_061517
gene:Et_9A_061575 gene:Et_9A_061580
gene:Et_9A_061575 gene:Et_9A_061576
gene:Et_9A_061580 gene:Et_9A_061576
gene:Et_9A_061925 gene:Et_9A_061931
gene:Et_9A_061931 gene:Et_9A_061930
gene:Et_9A_061931 gene:Et_9A_061929
gene:Et_9A_061930 gene:Et_9A_061929
gene:Et_9A_062237 gene:Et_9A_062233
gene:Et_9A_062339 gene:Et_9A_062340
gene:Et_9A_062338 gene:Et_9A_062340
gene:Et_9A_062340 gene:Et_9A_062337
gene:Et_9A_063377 gene:Et_9A_063374
gene:Et_9A_063377 gene:Et_9A_063375
gene:Et_9A_063374 gene:Et_9A_063375
gene:Et_9A_063374 gene:Et_9A_063376
gene:Et_9A_063375 gene:Et_9A_063376
gene:Et_9A_063425 gene:Et_9A_063426
gene:Et_9A_060984 gene:Et_9A_060985
gene:Et_9A_063447 gene:Et_9A_063443
gene:Et_9A_062634 gene:Et_9A_062632
gene:Et_9A_062632 gene:Et_9A_062631
gene:Et_9A_062645 gene:Et_9A_063451
gene:Et_9A_062661 gene:Et_9A_063456
gene:Et_9A_062656 gene:Et_9A_062675
gene:Et_9A_062678 gene:Et_9A_062677
gene:Et_9A_062678 gene:Et_9A_063458
gene:Et_9A_062677 gene:Et_9A_063458
gene:Et_9A_062677 gene:Et_9A_062679
gene:Et_9A_063458 gene:Et_9A_062679
gene:Et_9A_063464 gene:Et_9A_063459
gene:Et_9A_062696 gene:Et_9A_062698
gene:Et_9A_062704 gene:Et_9A_062703
gene:Et_9A_062701 gene:Et_9A_062702
gene:Et_9A_062702 gene:Et_9A_063471
gene:Et_9A_062702 gene:Et_9A_063469
gene:Et_9A_063471 gene:Et_9A_063469
gene:Et_9A_063468 gene:Et_9A_062710
gene:Et_9A_063469 gene:Et_9A_063470
gene:Et_9A_063470 gene:Et_9A_062711
gene:Et_9A_062711 gene:Et_9A_062708
gene:Et_9A_062708 gene:Et_9A_062714
gene:Et_9A_062714 gene:Et_9A_063473
gene:Et_9A_062716 gene:Et_9A_063473
gene:Et_9A_063472 gene:Et_9A_063473
gene:Et_9A_063473 gene:Et_9A_062717
gene:Et_9A_062719 gene:Et_9A_062721
gene:Et_9A_062733 gene:Et_9A_062732
gene:Et_9A_062733 gene:Et_9A_062730
gene:Et_9A_062732 gene:Et_9A_062730
gene:Et_9A_062730 gene:Et_9A_062729
gene:Et_9A_062730 gene:Et_9A_063480
gene:Et_9A_062729 gene:Et_9A_063485
gene:Et_9A_063480 gene:Et_9A_063486
gene:Et_9A_062731 gene:Et_9A_063486
gene:Et_9A_063485 gene:Et_9A_062745
gene:Et_9A_063488 gene:Et_9A_062761
gene:Et_9A_062759 gene:Et_9A_061271
gene:Et_9A_062759 gene:Et_9A_062760
gene:Et_9A_061271 gene:Et_9A_063489
gene:Et_9A_062771 gene:Et_9A_062770
gene:Et_9A_062809 gene:Et_9A_062808
gene:Et_9A_062809 gene:Et_9A_062807
gene:Et_9A_062808 gene:Et_9A_062807
gene:Et_9A_062808 gene:Et_9A_062804
gene:Et_9A_062807 gene:Et_9A_062804
gene:Et_9A_062823 gene:Et_9A_063509
gene:Et_9A_062825 gene:Et_9A_063513
gene:Et_9A_062832 gene:Et_9A_062837
gene:Et_9A_062832 gene:Et_9A_062836
gene:Et_9A_062837 gene:Et_9A_062836
gene:Et_9A_063524 gene:Et_9A_062869
gene:Et_9A_062871 gene:Et_9A_062875
gene:Et_9A_062871 gene:Et_9A_062874
gene:Et_9A_062875 gene:Et_9A_062874
gene:Et_9A_062874 gene:Et_9A_063525
gene:Et_9A_063528 gene:Et_9A_063529
gene:Et_9A_062886 gene:Et_9A_062887
gene:Et_9A_062890 gene:Et_9A_062891
gene:Et_9A_062892 gene:Et_9A_063533
gene:Et_9A_062892 gene:Et_9A_063534
gene:Et_9A_062917 gene:Et_9A_062916
gene:Et_9A_062917 gene:Et_9A_062919
gene:Et_9A_062916 gene:Et_9A_062919
gene:Et_9A_062941 gene:Et_9A_063552
gene:Et_9A_062942 gene:Et_9A_062944
gene:Et_9A_062942 gene:Et_9A_062945
gene:Et_9A_062953 gene:Et_9A_063562
gene:Et_9A_062958 gene:Et_9A_062957
gene:Et_9A_062960 gene:Et_9A_063566
gene:Et_9A_062960 gene:Et_9A_062962
gene:Et_9A_063566 gene:Et_9A_062962
gene:Et_9A_063569 gene:Et_9A_062967
gene:Et_9A_063569 gene:Et_9A_062966
gene:Et_9A_062967 gene:Et_9A_062966
gene:Et_9A_062967 gene:Et_9A_062969
gene:Et_9A_062966 gene:Et_9A_062969
gene:Et_9A_062966 gene:Et_9A_062968
gene:Et_9A_062969 gene:Et_9A_062968
gene:Et_9A_062980 gene:Et_9A_062981
gene:Et_9A_062984 gene:Et_9A_062983
gene:Et_9A_062984 gene:Et_9A_062982
gene:Et_9A_062983 gene:Et_9A_062982
gene:Et_9A_062983 gene:Et_9A_062985
gene:Et_9A_062982 gene:Et_9A_062985
gene:Et_9A_062991 gene:Et_9A_062990
gene:Et_9A_062991 gene:Et_9A_062989
gene:Et_9A_063581 gene:Et_9A_063014
gene:Et_9A_063581 gene:Et_9A_063015
gene:Et_9A_063014 gene:Et_9A_063013
gene:Et_9A_063014 gene:Et_9A_063015
gene:Et_9A_063013 gene:Et_9A_063015
gene:Et_9A_063013 gene:Et_9A_063582
gene:Et_9A_063015 gene:Et_9A_063582
gene:Et_9A_063019 gene:Et_9A_063018
gene:Et_9A_063047 gene:Et_9A_063049
gene:Et_9A_061303 gene:Et_9A_063066
gene:Et_9A_061303 gene:Et_9A_061298
gene:Et_9A_063066 gene:Et_9A_063065
gene:Et_9A_061304 gene:Et_9A_063064
gene:Et_9A_063065 gene:Et_9A_063064
gene:Et_9A_063064 gene:Et_9A_063068
gene:Et_9A_061298 gene:Et_9A_063068
gene:Et_9A_061298 gene:Et_9A_061299
gene:Et_9A_063068 gene:Et_9A_061299
gene:Et_9A_063068 gene:Et_9A_063067
gene:Et_9A_061299 gene:Et_9A_061300
gene:Et_9A_061300 gene:Et_9A_061305
gene:Et_9A_061305 gene:Et_9A_061306
gene:Et_9A_061305 gene:Et_9A_061307
gene:Et_9A_061306 gene:Et_9A_061307
gene:Et_9A_061306 gene:Et_9A_063069
gene:Et_9A_061307 gene:Et_9A_063069
gene:Et_9A_063103 gene:Et_9A_061338
gene:Et_9A_063103 gene:Et_9A_061339
gene:Et_9A_061338 gene:Et_9A_061339
gene:Et_9A_063107 gene:Et_9A_061343
gene:Et_9A_063107 gene:Et_9A_063104
gene:Et_9A_061343 gene:Et_9A_063104
gene:Et_9A_061344 gene:Et_9A_061346
gene:Et_9A_061358 gene:Et_9A_061367
gene:Et_9A_061364 gene:Et_9A_061365
gene:Et_9A_061363 gene:Et_9A_061365
gene:Et_9A_061024 gene:Et_9A_061374
gene:Et_9A_061391 gene:Et_9A_061390
gene:Et_9A_061407 gene:Et_9A_061406
gene:Et_9A_063135 gene:Et_9A_061414
gene:Et_9A_061432 gene:Et_9A_061431
gene:Et_9A_061439 gene:Et_9A_061442
gene:Et_9A_063145 gene:Et_9A_061444
gene:Et_9A_061444 gene:Et_9A_063150
gene:Et_9A_061448 gene:Et_9A_061450
gene:Et_9A_061457 gene:Et_9A_061456
gene:Et_9A_061456 gene:Et_9A_061455
gene:Et_9A_063155 gene:Et_9A_061044
gene:Et_9A_061474 gene:Et_9A_061473
gene:Et_9A_061490 gene:Et_9A_063157
gene:Et_9A_061504 gene:Et_9A_063159
gene:Et_9A_061504 gene:Et_9A_061506
gene:Et_9A_063159 gene:Et_9A_061506
gene:Et_9A_061532 gene:Et_9A_061530
gene:Et_9A_061532 gene:Et_9A_061531
gene:Et_9A_061530 gene:Et_9A_061531
gene:Et_9A_063167 gene:Et_9A_061533
gene:Et_9A_061531 gene:Et_9A_061537
gene:Et_9A_061531 gene:Et_9A_060893
gene:Et_9A_061537 gene:Et_9A_060893
gene:Et_9A_060893 gene:Et_9A_061536
gene:Et_9A_061533 gene:Et_9A_061535
gene:Et_9A_061533 gene:Et_9A_061534
gene:Et_9A_061535 gene:Et_9A_061539
gene:Et_9A_061534 gene:Et_9A_061539
gene:Et_9A_061536 gene:Et_9A_061538
gene:Et_9A_061536 gene:Et_9A_060894
gene:Et_9A_061538 gene:Et_9A_060894
gene:Et_9A_061555 gene:Et_9A_061554
gene:Et_9A_061555 gene:Et_9A_061559
gene:Et_9A_061554 gene:Et_9A_061559
gene:Et_9A_061556 gene:Et_9A_061563
gene:Et_9A_061559 gene:Et_9A_063172
gene:Et_9A_061568 gene:Et_9A_061569
gene:Et_9A_061069 gene:Et_9A_061581
gene:Et_9A_063179 gene:Et_9A_063180
gene:Et_9A_061588 gene:Et_9A_061590
gene:Et_9A_061589 gene:Et_9A_061591
gene:Et_9A_061591 gene:Et_9A_061594
gene:Et_9A_061591 gene:Et_9A_061592
gene:Et_9A_061598 gene:Et_9A_063181
gene:Et_9A_061598 gene:Et_9A_061599
gene:Et_9A_063181 gene:Et_9A_061599
gene:Et_9A_061605 gene:Et_9A_061604
gene:Et_9A_061077 gene:Et_9A_061602
gene:Et_9A_061606 gene:Et_9A_061607
gene:Et_9A_061616 gene:Et_9A_061618
gene:Et_9A_061624 gene:Et_9A_061623
gene:Et_9A_061623 gene:Et_9A_061625
gene:Et_9A_061083 gene:Et_9A_060899
gene:Et_9A_061628 gene:Et_9A_061633
gene:Et_9A_063189 gene:Et_9A_061642
gene:Et_9A_063189 gene:Et_9A_063190
gene:Et_9A_061642 gene:Et_9A_063190
gene:Et_9A_060900 gene:Et_9A_063188
gene:Et_9A_063190 gene:Et_9A_061643
gene:Et_9A_061647 gene:Et_9A_061646
gene:Et_9A_061086 gene:Et_9A_061087
gene:Et_9A_061086 gene:Et_9A_063193
gene:Et_9A_061087 gene:Et_9A_063193
gene:Et_9A_061087 gene:Et_9A_063194
gene:Et_9A_063193 gene:Et_9A_063194
gene:Et_9A_060901 gene:Et_9A_061665
gene:Et_9A_061671 gene:Et_9A_061670
gene:Et_9A_063199 gene:Et_9A_061673
gene:Et_9A_061681 gene:Et_9A_063200
gene:Et_9A_061681 gene:Et_9A_061677
gene:Et_9A_063200 gene:Et_9A_061677
gene:Et_9A_063202 gene:Et_9A_063203
gene:Et_9A_061094 gene:Et_9A_060905
gene:Et_9A_061705 gene:Et_9A_063207
gene:Et_9A_063205 gene:Et_9A_061706
gene:Et_9A_060905 gene:Et_9A_063206
gene:Et_9A_063207 gene:Et_9A_063208
gene:Et_9A_063207 gene:Et_9A_061702
gene:Et_9A_063208 gene:Et_9A_061702
gene:Et_9A_061706 gene:Et_9A_061703
gene:Et_9A_063210 gene:Et_9A_061707
gene:Et_9A_063218 gene:Et_9A_063219
gene:Et_9A_061759 gene:Et_9A_061760
gene:Et_9A_063225 gene:Et_9A_063226
gene:Et_9A_061780 gene:Et_9A_061109
gene:Et_9A_061798 gene:Et_9A_061803
gene:Et_9A_061801 gene:Et_9A_061802
gene:Et_9A_061800 gene:Et_9A_061799
gene:Et_9A_061800 gene:Et_9A_061802
gene:Et_9A_061799 gene:Et_9A_061802
gene:Et_9A_061803 gene:Et_9A_061805
gene:Et_9A_061805 gene:Et_9A_061806
gene:Et_9A_061805 gene:Et_9A_061811
gene:Et_9A_061806 gene:Et_9A_061811
gene:Et_9A_061811 gene:Et_9A_061808
gene:Et_9A_063234 gene:Et_9A_061810
gene:Et_9A_061818 gene:Et_9A_061817
gene:Et_9A_060914 gene:Et_9A_060915
gene:Et_9A_061117 gene:Et_9A_061820
gene:Et_9A_061847 gene:Et_9A_061848
gene:Et_9A_061853 gene:Et_9A_061854
gene:Et_9A_061848 gene:Et_9A_061849
gene:Et_9A_061870 gene:Et_9A_063245
gene:Et_9A_061870 gene:Et_9A_061869
gene:Et_9A_061888 gene:Et_9A_061889
gene:Et_9A_061888 gene:Et_9A_061900
gene:Et_9A_061889 gene:Et_9A_061900
gene:Et_9A_061900 gene:Et_9A_063249
gene:Et_9A_061900 gene:Et_9A_061899
gene:Et_9A_063249 gene:Et_9A_061899
gene:Et_9A_063249 gene:Et_9A_061901
gene:Et_9A_061899 gene:Et_9A_061901
gene:Et_9A_063253 gene:Et_9A_063254
gene:Et_9A_061933 gene:Et_9A_061934
gene:Et_9A_063274 gene:Et_9A_061978
gene:Et_9A_061978 gene:Et_9A_061983
gene:Et_9A_061978 gene:Et_9A_061979
gene:Et_9A_061983 gene:Et_9A_061979
gene:Et_9A_061992 gene:Et_9A_061991
gene:Et_9A_062019 gene:Et_9A_062032
gene:Et_9A_062032 gene:Et_9A_062031
gene:Et_9A_062032 gene:Et_9A_062030
gene:Et_9A_062031 gene:Et_9A_062030
gene:Et_9A_062031 gene:Et_9A_062034
gene:Et_9A_062030 gene:Et_9A_062034
gene:Et_9A_062033 gene:Et_9A_063291
gene:Et_9A_062034 gene:Et_9A_063290
gene:Et_9A_063291 gene:Et_9A_062042
gene:Et_9A_063290 gene:Et_9A_062037
gene:Et_9A_062058 gene:Et_9A_062057
gene:Et_9A_062066 gene:Et_9A_062065
gene:Et_9A_062066 gene:Et_9A_062068
gene:Et_9A_062065 gene:Et_9A_062068
gene:Et_9A_062064 gene:Et_9A_062067
gene:Et_9A_062068 gene:Et_9A_063303
gene:Et_9A_062067 gene:Et_9A_063302
gene:Et_9A_062067 gene:Et_9A_063303
gene:Et_9A_062076 gene:Et_9A_062075
gene:Et_9A_062084 gene:Et_9A_062083
gene:Et_9A_062089 gene:Et_9A_063309
gene:Et_9A_062086 gene:Et_9A_062090
gene:Et_9A_062121 gene:Et_9A_063317
gene:Et_9A_062121 gene:Et_9A_062120
gene:Et_9A_063317 gene:Et_9A_062120
gene:Et_9A_063317 gene:Et_9A_063319
gene:Et_9A_062120 gene:Et_9A_063318
gene:Et_9A_062120 gene:Et_9A_063319
gene:Et_9A_063318 gene:Et_9A_062122
gene:Et_9A_063319 gene:Et_9A_063320
gene:Et_9A_063319 gene:Et_9A_063316
gene:Et_9A_063320 gene:Et_9A_063316
gene:Et_9A_063320 gene:Et_9A_062122
gene:Et_9A_063316 gene:Et_9A_062122
gene:Et_9A_063316 gene:Et_9A_062117
gene:Et_9A_062122 gene:Et_9A_062117
gene:Et_9A_062119 gene:Et_9A_062148
gene:Et_9A_063326 gene:Et_9A_062148
gene:Et_9A_062148 gene:Et_9A_062151
gene:Et_9A_062150 gene:Et_9A_062151
gene:Et_9A_062151 gene:Et_9A_062153
gene:Et_9A_062151 gene:Et_9A_062155
gene:Et_9A_062153 gene:Et_9A_062155
gene:Et_9A_062153 gene:Et_9A_062154
gene:Et_9A_062155 gene:Et_9A_062154
gene:Et_9A_062155 gene:Et_9A_062156
gene:Et_9A_062154 gene:Et_9A_062156
gene:Et_9A_062154 gene:Et_9A_062158
gene:Et_9A_062156 gene:Et_9A_062158
gene:Et_9A_062156 gene:Et_9A_062157
gene:Et_9A_062158 gene:Et_9A_062157
gene:Et_9A_062158 gene:Et_9A_062160
gene:Et_9A_062157 gene:Et_9A_062160
gene:Et_9A_062160 gene:Et_9A_063327
gene:Et_9A_062167 gene:Et_9A_062166
gene:Et_9A_063335 gene:Et_9A_063336
gene:Et_9A_062218 gene:Et_9A_062217
gene:Et_9A_062217 gene:Et_9A_063341
gene:Et_9A_062238 gene:Et_9A_063348
gene:Et_9A_063353 gene:Et_9A_062246
gene:Et_9A_062252 gene:Et_9A_063354
gene:Et_9A_062246 gene:Et_9A_063350
gene:Et_9A_062271 gene:Et_9A_062270
gene:Et_9A_062276 gene:Et_9A_063360
gene:Et_9A_062279 gene:Et_9A_062278
gene:Et_9A_062281 gene:Et_9A_063358
gene:Et_9A_063358 gene:Et_9A_062288
gene:Et_9A_062283 gene:Et_9A_062282
gene:Et_9A_062303 gene:Et_9A_060960
gene:Et_9A_062299 gene:Et_9A_062302
gene:Et_9A_063368 gene:Et_9A_061202
gene:Et_9A_063371 gene:Et_9A_062320
gene:Et_9A_062309 gene:Et_9A_062308
gene:Et_9A_062312 gene:Et_9A_063372
gene:Et_9A_063386 gene:Et_9A_062391
gene:Et_9A_062405 gene:Et_9A_062404
gene:Et_9A_062413 gene:Et_9A_062412
gene:Et_9A_062418 gene:Et_9A_062417
gene:Et_9A_062427 gene:Et_9A_061223
gene:Et_9A_063400 gene:Et_9A_063401
gene:Et_9A_062453 gene:Et_9A_062452
gene:Et_9A_062454 gene:Et_9A_063399
gene:Et_9A_063402 gene:Et_9A_062460
gene:Et_9A_062461 gene:Et_9A_062462
gene:Et_9A_061234 gene:Et_9A_062468
gene:Et_9A_061236 gene:Et_9A_062492
gene:Et_9A_062515 gene:Et_9A_062514
gene:Et_9A_063418 gene:Et_9A_063419
gene:Et_9A_063419 gene:Et_9A_062529
gene:Et_9A_063422 gene:Et_9A_063420
gene:Et_9A_062529 gene:Et_9A_063423
gene:Et_9A_063420 gene:Et_9A_063423
gene:Et_9A_062531 gene:Et_9A_062532
gene:Et_9A_062531 gene:Et_9A_062542
gene:Et_9A_062532 gene:Et_9A_062542
gene:Et_9A_062532 gene:Et_9A_062541
gene:Et_9A_062542 gene:Et_9A_062541
gene:Et_9A_062542 gene:Et_9A_062540
gene:Et_9A_062541 gene:Et_9A_062540
gene:Et_9A_062541 gene:Et_9A_062535
gene:Et_9A_062540 gene:Et_9A_062535
gene:Et_9A_062535 gene:Et_9A_062545
gene:Et_9B_064938 gene:Et_9B_064948
gene:Et_9B_065268 gene:Et_9B_065267
gene:Et_9B_066113 gene:Et_9B_065344
gene:Et_9B_065343 gene:Et_9B_065344
gene:Et_9B_065343 gene:Et_9B_065432
gene:Et_9B_065344 gene:Et_9B_065342
gene:Et_9B_065344 gene:Et_9B_065429
gene:Et_9B_065342 gene:Et_9B_065429
gene:Et_9B_065429 gene:Et_9B_065432
gene:Et_9B_065429 gene:Et_9B_065431
gene:Et_9B_065432 gene:Et_9B_065431
gene:Et_9B_065432 gene:Et_9B_065434
gene:Et_9B_065431 gene:Et_9B_065436
gene:Et_9B_065434 gene:Et_9B_065436
gene:Et_9B_065508 gene:Et_9B_065511
gene:Et_9B_066204 gene:Et_9B_066205
gene:Et_9B_065560 gene:Et_9B_065562
gene:Et_9B_065562 gene:Et_9B_066207
gene:Et_9B_065743 gene:Et_9B_064006
gene:Et_9B_064006 gene:Et_9B_065744
gene:Et_9B_064007 gene:Et_9B_064008
gene:Et_9B_065792 gene:Et_9B_065788
gene:Et_9B_065793 gene:Et_9B_064160
gene:Et_9B_064163 gene:Et_9B_064162
gene:Et_9B_065788 gene:Et_9B_065790
gene:Et_9B_064231 gene:Et_9B_064230
gene:Et_9B_063654 gene:Et_9B_065900
gene:Et_9B_064614 gene:Et_9B_064613
gene:Et_9B_064831 gene:Et_9B_064827
gene:Et_9B_064831 gene:Et_9B_064826
gene:Et_9B_064827 gene:Et_9B_064826
gene:Et_9B_065973 gene:Et_9B_064834
gene:Et_9B_066025 gene:Et_9B_066029
gene:Et_9B_065072 gene:Et_9B_066029
gene:Et_9B_065071 gene:Et_9B_066028
gene:Et_9B_066028 gene:Et_9B_066029
gene:Et_9B_066064 gene:Et_9B_066062
gene:Et_9B_065196 gene:Et_9B_065194
gene:Et_9B_066066 gene:Et_9B_063928
gene:Et_9B_065214 gene:Et_9B_065215
gene:Et_9B_065216 gene:Et_9B_065217
gene:Et_9B_065215 gene:Et_9B_065217
gene:Et_9B_065215 gene:Et_9B_066071
gene:Et_9B_065217 gene:Et_9B_066071
gene:Et_9B_065234 gene:Et_9B_065230
gene:Et_9B_065246 gene:Et_9B_066081
gene:Et_9B_065253 gene:Et_9B_065254
gene:Et_9B_065252 gene:Et_9B_066086
gene:Et_9B_066086 gene:Et_9B_065260
gene:Et_9B_065260 gene:Et_9B_065277
gene:Et_9B_065259 gene:Et_9B_065262
gene:Et_9B_065277 gene:Et_9B_065276
gene:Et_9B_065277 gene:Et_9B_065285
gene:Et_9B_065276 gene:Et_9B_065285
gene:Et_9B_065285 gene:Et_9B_066090
gene:Et_9B_065282 gene:Et_9B_065281
gene:Et_9B_065289 gene:Et_9B_065290
gene:Et_9B_066109 gene:Et_9B_065338
gene:Et_9B_066109 gene:Et_9B_065331
gene:Et_9B_065338 gene:Et_9B_065331
gene:Et_9B_063941 gene:Et_9B_063942
gene:Et_9B_066121 gene:Et_9B_065362
gene:Et_9B_066122 gene:Et_9B_065362
gene:Et_9B_065368 gene:Et_9B_065366
gene:Et_9B_065367 gene:Et_9B_065366
gene:Et_9B_065372 gene:Et_9B_065377
gene:Et_9B_066138 gene:Et_9B_065398
gene:Et_9B_065398 gene:Et_9B_066140
gene:Et_9B_065400 gene:Et_9B_065406
gene:Et_9B_065406 gene:Et_9B_065408
gene:Et_9B_065406 gene:Et_9B_065409
gene:Et_9B_065408 gene:Et_9B_065409
gene:Et_9B_065408 gene:Et_9B_066143
gene:Et_9B_065409 gene:Et_9B_066143
gene:Et_9B_065426 gene:Et_9B_065420
gene:Et_9B_065422 gene:Et_9B_065421
gene:Et_9B_065422 gene:Et_9B_065423
gene:Et_9B_065457 gene:Et_9B_066157
gene:Et_9B_065457 gene:Et_9B_065458
gene:Et_9B_066157 gene:Et_9B_065458
gene:Et_9B_065458 gene:Et_9B_066160
gene:Et_9B_065474 gene:Et_9B_065475
gene:Et_9B_066170 gene:Et_9B_066171
gene:Et_9B_063952 gene:Et_9B_063953
gene:Et_9B_065493 gene:Et_9B_066178
gene:Et_9B_065498 gene:Et_9B_065497
gene:Et_9B_065498 gene:Et_9B_065496
gene:Et_9B_065518 gene:Et_9B_065519
gene:Et_9B_066186 gene:Et_9B_066190
gene:Et_9B_065530 gene:Et_9B_065531
gene:Et_9B_065536 gene:Et_9B_066192
gene:Et_9B_065536 gene:Et_9B_066193
gene:Et_9B_065544 gene:Et_9B_065543
gene:Et_9B_065544 gene:Et_9B_065542
gene:Et_9B_065543 gene:Et_9B_065542
gene:Et_9B_065543 gene:Et_9B_065545
gene:Et_9B_065542 gene:Et_9B_065545
gene:Et_9B_065540 gene:Et_9B_065541
gene:Et_9B_065545 gene:Et_9B_065546
gene:Et_9B_065572 gene:Et_9B_065573
gene:Et_9B_065573 gene:Et_9B_065570
gene:Et_9B_065579 gene:Et_9B_065580
gene:Et_9B_066240 gene:Et_9B_066242
gene:Et_9B_066241 gene:Et_9B_066242
gene:Et_9B_065622 gene:Et_9B_066239
gene:Et_9B_065624 gene:Et_9B_065625
gene:Et_9B_066245 gene:Et_9B_066246
gene:Et_9B_066245 gene:Et_9B_066247
gene:Et_9B_066246 gene:Et_9B_066247
gene:Et_9B_065646 gene:Et_9B_065648
gene:Et_9B_066257 gene:Et_9B_065656
gene:Et_9B_065661 gene:Et_9B_065660
gene:Et_9B_065675 gene:Et_9B_065676
gene:Et_9B_065697 gene:Et_9B_065696
gene:Et_9B_065696 gene:Et_9B_065698
gene:Et_9B_065701 gene:Et_9B_065700
gene:Et_9B_065705 gene:Et_9B_065709
gene:Et_9B_065709 gene:Et_9B_066271
gene:Et_9B_065709 gene:Et_9B_066273
gene:Et_9B_066271 gene:Et_9B_066273
gene:Et_9B_065718 gene:Et_9B_066276
gene:Et_9B_065721 gene:Et_9B_065720
gene:Et_9B_065735 gene:Et_9B_065734
gene:Et_9B_065735 gene:Et_9B_066287
gene:Et_9B_065734 gene:Et_9B_066287
